Word,Frequency,PMI,R_Entropy,L_Entropy
放,12,80,3.1219280948873624,3.188721875540867
贪,12,80,3.1219280948873624,2.94770277922009
系,12,80,3.1219280948873624,2.913977073182752
召,12,80,3.0220552088742005,2.8073549220576037
释,12,80,3.0220552088742005,2.5219280948873624
辟,12,80,3.0,3.2516291673878226
短,12,80,2.94770277922009,2.94770277922009
龟,12,80,2.94770277922009,2.6464393446710157
狗,12,80,2.6464393446710157,2.6635327548042547
原,12,80,2.584962500721156,2.75
飞,12,80,2.521640636343318,2.0403733936884962
窍,12,80,2.4056390622295662,2.8553885422075336
工,12,80,2.3709505944546687,2.75
根,12,80,2.321928094887362,2.9182958340544896
热,12,80,2.321928094887362,2.3553885422075336
寓,12,80,2.2998963911678914,2.6416041678685938
削,12,80,2.292481250360578,2.0
议,12,80,2.2516291673878226,2.8453509366224368
青,12,80,2.2312702546075758,2.5
遁,12,80,2.1556390622295662,2.9219280948873623
战,12,80,2.128085278891394,3.2776134368191157
骈,12,80,2.0588138903312014,2.6464393446710157
殊,11,80,3.4594316186372973,2.8464393446710154
共,11,80,3.2776134368191157,2.8073549220576037
廉,11,80,3.169925001442312,2.321928094887362
畜,11,80,2.9219280948873623,3.1219280948873624
临,11,80,2.913977073182752,2.321928094887362
蕲,11,80,2.8453509366224368,2.94770277922009
波,11,80,2.8073549220576037,2.8453509366224368
泣,11,80,2.75,2.321928094887362
谷,11,80,2.584962500721156,2.94770277922009
活,11,80,2.5219280948873624,2.7321588913645702
背,11,80,2.521640636343318,3.0
序,11,80,2.521640636343318,2.0403733936884962
权,11,80,2.4464393446710155,3.1219280948873624
味,11,80,2.321928094887362,2.913977073182752
罔,11,80,2.321928094887362,2.113283334294875
族,11,80,2.2516291673878226,2.75
废,11,80,2.2516291673878226,2.25
半,11,80,2.2516291673878226,2.222191575506678
势,11,80,2.25,2.94770277922009
祥,11,80,2.2359263506290326,2.7321588913645702
尾,11,80,2.2359263506290326,2.4056390622295662
具,11,80,2.197159723424149,2.5032583347756456
浮,11,80,2.197159723424149,2.128085278891394
兴,11,80,2.0588138903312014,2.6464393446710157
坚,11,80,2.049452072789394,2.6416041678685938
齿,11,80,2.0,3.1219280948873624
令,10,80,3.0,2.521640636343318
雨,10,80,3.0,2.5
毕,10,80,2.94770277922009,2.75
趣,10,80,2.8464393446710154,2.584962500721156
巨,10,80,2.8073549220576037,3.0
报,10,80,2.75,2.6416041678685938
更,10,80,2.725480556997868,3.169925001442312
号,10,80,2.6416041678685938,2.584962500721156
引,10,80,2.6416041678685938,2.521640636343318
败,10,80,2.584962500721156,3.3219280948873626
鼻,10,80,2.521640636343318,3.169925001442312
疏,10,80,2.521640636343318,2.8073549220576037
素,10,80,2.521640636343318,2.75
肉,10,80,2.521640636343318,2.1709505944546685
拘,10,80,2.5,2.725480556997868
耻,10,80,2.4464393446710155,2.6464393446710157
寝,10,80,2.4193819456463714,2.9219280948873623
泰,10,80,2.4193819456463714,2.521640636343318
穴,10,80,2.321928094887362,2.725480556997868
宫,10,80,2.321928094887362,2.6416041678685938
戮,10,80,2.2516291673878226,2.94770277922009
川,10,80,2.2359263506290326,3.1219280948873624
状,10,80,2.2359263506290326,2.8464393446710154
城,10,80,2.128085278891394,2.5
天下,280,196.00847201210289,5.158574399464854,5.247319905929013
圣人,111,150.65577119509703,4.622606551534006,4.685347441933861
万物,94,379.09201648791094,4.595910783531987,4.587021057278365
天地,92,187.4738565477794,3.1492586603863617,4.894533538722484
孔子,80,176.95235524362263,4.284638190120879,2.6416041678685938
庄子,76,169.93196288884846,2.3282528990856175,2.5995812306460646
仁义,58,885.8378378378378,3.5016094970590275,4.969001629875993
老聃,45,2290.248447204969,2.384853500510039,2.4331958387289765
先生,39,268.9383547233326,4.279551420856878,3.720128777433188
未尝,37,545.5294646873595,3.8297417753631366,3.7544418457133455
黄帝,34,2006.6938775510205,3.3185077804617444,2.9219280948873623
未始,33,269.157148189623,2.2362949406953985,3.199331946607913
弟子,28,117.54692169754931,3.4577968115985955,2.6464393446710157
诸侯,26,1768.6115530958145,2.725480556997868,2.931493167461914
阴阳,22,1848.9025641025642,3.5,2.721928094887362
死生,22,84.57330518414263,3.6901165175936645,3.4594316186372973
寡人,20,111.59686755192374,4.0,3.3927474104487847
盗跖,19,2395.1692307692306,3.2776134368191157,3.084962500721156
许由,18,3274.567992599445,2.0930692077718898,2.75
日月,17,703.5252525252525,3.106890595608519,2.5032583347756456
上第,15,643.0869849574885,2.3068905956085186,3.1898980954642875
四时,14,352.0695652173913,2.931208948910323,2.2516291673878226
三年,13,306.2076895436579,2.128085278891394,2.584962500721156
十九,12,512.3473729917499,2.0588138903312014,3.2516291673878226
贵贱,11,1184.0262725779967,2.4193819456463714,2.0
礼乐,11,375.55833333333334,2.321928094887362,2.521640636343318
后世,11,161.73577570093457,2.4056390622295662,2.2359263506290326
往见,11,132.46883037354561,2.40400975732486,2.2516291673878226
颜阖,10,3072.75,3.1219280948873624,2.0
父母,10,1625.2561983471073,2.8073549220576037,2.75
耳目,10,771.2,2.584962500721156,2.94770277922009
方将,10,109.18054630246502,3.3219280948873626,2.584962500721156
治天下,28,177.16756756756757,2.556656707462823,3.0225631916634224
